order_id,customer_id,order_date,revenue,product_category,country,email,age
419,300.0,8/11/2023,55.79,Электроника,GERMANY,,66.0
420,11.0,10/18/2023,,Красота,США,user381gmail.com,37.0
421,275.0,,284.74,beuty,America,user413@gmail.com,50.0
422,279.0,12/8/2023,136.38,BOOK,GERMANY,user412@gmail.com,47.0
423,205.0,2023-10-16,244.23,CLOTHING,America,user216@gmail.com,46.0
424,150.0,7/12/2023,125.23,Красота,GERMANY,,69.0
425,269.0,3/26/2023,295.68,CLOTHING,DE,user403@,29.0
426,139.0,2023-04-05,-47.14104235412343,books,GERMANY,,39.0
427,174.0,,85.61,BOOKS,DE,user192@,
428,232.0,3/26/2023,194.31,Красота,US,user806@gmail.com,23.0
429,44.0,неизвестно,115.61,Электроника,Germany,,52.0
430,216.0,2023-07-14,4841.4670984885215,BOOKS,RUSSIA,user539gmail.com,22.0
431,20.0,,234.24,CLOTHING,US,user513@,65.0
432,291.0,неизвестно,28.78,Электроника,RU,user472@gmail.com,33.0
433,205.0,,4852.376523591211,BEAUTY,Германия,user649gmail.com,67.0
434,214.0,2023-10-24,32.46,BEAUTY,russia,,42.0
435,279.0,2023-11-17,243.12,Книги,germany,user743gmail.com,34.0
436,120.0,,236.49,BOOKS,DE,user218@gmail.com,33.0
437,12.0,17.5.2023,88.17,BEAUTY ,RUSSIA,,56.0
438,257.0,,258.71,bokks,USA,user634@,34.0
439,256.0,8/13/2023,29.7,bokks,RU,user508@,59.0
440,53.0,неизвестно,4997.842724238692,beauty,DE,user990@,54.0
441,29.0,11/26/2023,215.83,CLOTHING,США,user706@,35.0
442,50.0,3/9/2023,34.09,bokks,США,user793gmail.com,39.0
443,151.0,,77.32,Электроника,RU,user661@gmail.com,34.0
444,226.0,12.4.2023,162.17,clothing,germany,user977@,41.0
445,280.0,8/15/2023,3554.690544481621,ELECTRONICS,Germany,invalid_email,
446,234.0,20.10.2023,34.34,,GERMANY,user900@,51.0
447,103.0,9/5/2023,122.68,bokks,Russian Federation,invalid_email,45.0
448,,неизвестно,200.38,BOOKS,United States,,36.0
449,115.0,9/16/2023,175.91,clothing,Германия,user539gmail.com,45.0
450,206.0,2023-10-19,255.91,electronics,Germany,user619@,47.0
451,258.0,,91.59,ELECTRONICS,Германия,,60.0
452,40.0,,104.82,Электроника,USA,invalid_email,63.0
453,278.0,16.8.2023,178.37,Eletronics,United States,invalid_email,63.0
454,221.0,2023-01-28,43.62,CLOTHING,GERMANY,user276gmail.com,28.0
455,177.0,2023-09-11,46.43,Одежда,Russia,,30.0
456,235.0,неизвестно,215.4,clothing,Germany,user640gmail.com,26.0
457,292.0,2023-08-12,183.0,BOOK,United States,user545gmail.com,25.0
458,270.0,25.7.2023,269.15,Eletronics,GERMANY,user857@,55.0
459,62.0,,201.65,BEAUTY ,Russia,user204@,59.0
460,64.0,18.4.2023,26.61,CLOTHING,US,invalid_email,32.0
461,176.0,неизвестно,95.44,books,США,user116@gmail.com,25.0
462,244.0,10.8.2023,206.44,cloting,DE,user790@,54.0
463,104.0,2023-11-22,29.2,bokks,USA,user701@,66.0
464,158.0,2023-11-10,119.85,beauty,Россия,user983gmail.com,58.0
465,290.0,неизвестно,55.52,beuty,russia,user499@,65.0
466,171.0,2023-01-12,128.83,Eletronics,USA,,41.0
467,,неизвестно,98.22,beuty,America,user229@gmail.com,48.0
468,190.0,,226.42,elecronics,США,,36.0
469,77.0,,22.55,clothing,USA,,21.0
470,113.0,2023-05-28,208.15,CLOTHING,America,user92@gmail.com,69.0
471,206.0,17.7.2023,2132.8763352386695,beauty,RUSSIA,invalid_email,30.0
472,89.0,7/7/2023,1314.0394738144394,elecronics,,invalid_email,20.0
473,66.0,неизвестно,221.33,Eletronics,GERMANY,user384@,47.0
474,191.0,неизвестно,169.37,BEAUTY ,США,user633gmail.com,53.0
475,43.0,26.9.2023,223.98,BOOK,United States,,18.0
476,36.0,12/6/2023,135.36,BEAUTY ,Russia,user146gmail.com,48.0
477,266.0,неизвестно,215.29,BOOKS,Германия,user628gmail.com,67.0
478,82.0,неизвестно,165.93,clothing,Russian Federation,user133@,36.0
479,148.0,,228.44,Красота,Russia,invalid_email,48.0
480,208.0,,203.52,beauty,США,,
481,285.0,3.4.2023,99.39,,Russia,user253gmail.com,56.0
482,,9.6.2023,172.62,elecronics,United States,user557@gmail.com,59.0
483,201.0,16.7.2023,268.88,Eletronics,,,64.0
484,82.0,25.10.2023,284.26,Красота,RUSSIA,user570@,56.0
485,42.0,,222.98,cloting,USA,user568@gmail.com,51.0
486,60.0,,99.85,cloting,germany,user420gmail.com,21.0
487,204.0,8.6.2023,35.33,Красота,Russia,invalid_email,40.0
488,110.0,2023-02-07,108.74,BEAUTY,Германия,,30.0
489,284.0,3/27/2023,250.8,Книги,RU,user710@gmail.com,19.0
490,132.0,неизвестно,155.02,,RUSSIA,user586gmail.com,59.0
491,1.0,,110.49,,germany,user147@,37.0
492,178.0,2/26/2023,106.76,CLOTHING,germany,user708@gmail.com,23.0
493,153.0,7.10.2023,85.5,elecronics,Германия,user729gmail.com,52.0
494,287.0,,153.92,CLOTHING,United States,user378@gmail.com,0.0
495,138.0,14.6.2023,204.62,cloting,russia,user274gmail.com,57.0
496,,9/19/2023,234.28,beauty,Россия,user913@gmail.com,54.0
497,276.0,21.11.2023,47.68,books,DE,invalid_email,30.0
498,4.0,неизвестно,203.14,clothing,,invalid_email,39.0
499,201.0,2023-04-15,84.03,BOOK,DE,user721@,
500,16.0,21.1.2023,131.92,books,Германия,user850@gmail.com,32.0
501,46.0,2023-06-12,235.95,beuty,RUSSIA,user662@gmail.com,40.0
502,61.0,2023-08-16,117.65,Электроника,Russian Federation,user782gmail.com,27.0
503,111.0,2023-11-25,118.18,BOOK,russia,invalid_email,26.0
504,167.0,2/23/2023,41.99,beuty,,user612gmail.com,57.0
505,207.0,12.4.2023,99.6,BEAUTY ,US,invalid_email,65.0
506,25.0,неизвестно,,Красота,russia,user628@gmail.com,22.0
507,147.0,2023-06-18,133.11,BEAUTY,Германия,,36.0
508,283.0,3/23/2023,40.84,,Russia,user324@gmail.com,40.0
509,207.0,,,BOOKS,Германия,invalid_email,18.0
510,138.0,,269.13,Одежда,Germany,user974gmail.com,24.0
511,,10/16/2023,49.43,BOOKS,Германия,invalid_email,59.0
512,279.0,,134.81,ELECTRONICS,DE,user569gmail.com,43.0
513,30.0,11/25/2023,236.79,Электроника,Russia,invalid_email,32.0
514,262.0,,86.99,electronics,Германия,invalid_email,55.0
515,92.0,,260.73,CLOTHING,germany,,36.0
516,122.0,24.10.2023,131.38,beauty,Россия,,20.0
517,89.0,2023-06-26,232.11,BEAUTY,USA,user899@gmail.com,55.0
518,56.0,7/10/2023,157.39,clothing,USA,,53.0
519,273.0,неизвестно,3194.5372207783344,BOOK,germany,,46.0
520,260.0,2023-08-18,99.71,Электроника,germany,user217gmail.com,24.0
521,280.0,5.6.2023,67.35,elecronics,Russia,user878@,53.0
522,218.0,,207.59,Книги,RU,invalid_email,22.0
523,288.0,7/10/2023,46.48,ELECTRONICS,Russia,user239@gmail.com,50.0
524,297.0,2023-01-16,222.26,CLOTHING,Russia,user257gmail.com,60.0
525,2.0,2023-08-17,31.36,BEAUTY ,russia,invalid_email,59.0
526,139.0,неизвестно,203.37,ELECTRONICS,US,user726@gmail.com,68.0
527,74.0,,80.27,cloting,GERMANY,,44.0
528,159.0,16.4.2023,163.52,Электроника,US,user117@,63.0
529,,неизвестно,210.06,beauty,GERMANY,user662gmail.com,61.0
530,168.0,,272.25,electronics,America,user72gmail.com,41.0
531,141.0,7.9.2023,255.58,electronics,США,user462@,48.0
532,,неизвестно,25.15,BOOKS,,invalid_email,22.0
533,59.0,неизвестно,45.07,elecronics,GERMANY,user533@,69.0
534,113.0,неизвестно,72.64,BEAUTY ,Россия,user620@,40.0
535,291.0,,165.73,beuty,Russia,user189gmail.com,67.0
536,176.0,23.5.2023,74.63,cloting,russia,user294@gmail.com,20.0
537,61.0,14.1.2023,272.41,ELECTRONICS,GERMANY,user396@,46.0
538,159.0,2023-01-13,22.24,Красота,RUSSIA,,50.0
539,120.0,28.7.2023,179.46,Красота,USA,invalid_email,21.0
540,121.0,,91.01,ELECTRONICS,Russia,,43.0
541,62.0,неизвестно,110.89,cloting,America,user528gmail.com,50.0
542,141.0,7/16/2023,160.06,clothing,United States,user810@gmail.com,63.0
543,233.0,6/17/2023,217.1,beuty,Россия,,62.0
544,128.0,8/14/2023,160.09,books,США,user344@gmail.com,
545,184.0,2023-10-16,1674.3961937361473,BOOKS,DE,user97@,
546,273.0,неизвестно,166.12,ELECTRONICS,Germany,,35.0
547,136.0,26.9.2023,240.23,ELECTRONICS,Германия,user146@gmail.com,65.0
548,38.0,16.4.2023,289.26,Книги,United States,user696@gmail.com,39.0
549,210.0,7/27/2023,295.41,bokks,russia,user999gmail.com,27.0
550,272.0,2023-02-23,164.08,elecronics,,user948gmail.com,30.0
551,193.0,2023-12-04,257.98,Eletronics,RU,user81@gmail.com,27.0
552,207.0,,167.79,elecronics,America,,20.0
553,228.0,15.8.2023,67.43,CLOTHING,United States,invalid_email,53.0
554,235.0,13.10.2023,48.0,bokks,germany,invalid_email,
555,95.0,2023-05-13,40.27,Eletronics,Russian Federation,,36.0
556,22.0,,218.11,beuty,США,invalid_email,19.0
557,245.0,,65.5,books,RU,user223@,42.0
558,,,212.67,cloting,Russian Federation,user417@gmail.com,69.0
559,,,194.92,beuty,GERMANY,,22.0
560,202.0,5.7.2023,197.09,elecronics,Germany,user40@,38.0
561,33.0,неизвестно,61.13,CLOTHING,Germany,,29.0
562,159.0,неизвестно,86.98,clothing,,user883@gmail.com,19.0
563,235.0,18.1.2023,259.33,books,russia,user267@gmail.com,37.0
564,166.0,,213.72,beauty,germany,user318gmail.com,64.0
565,256.0,22.2.2023,215.44,BOOK,United States,user235gmail.com,57.0
566,107.0,10/24/2023,74.24,Красота,Россия,user457gmail.com,
567,3.0,2023-02-15,201.22,BEAUTY ,Russian Federation,user26gmail.com,48.0
568,207.0,18.5.2023,244.46,BEAUTY ,GERMANY,,38.0
569,97.0,19.7.2023,106.68,BEAUTY,Германия,user696@,18.0
570,201.0,,50.26,clothing,Germany,invalid_email,20.0
571,155.0,,235.39,Книги,Германия,user439@,23.0
572,280.0,6/9/2023,291.27,books,germany,,43.0
573,38.0,6.2.2023,233.73,elecronics,USA,invalid_email,47.0
574,211.0,5/27/2023,,BOOKS,USA,user381@gmail.com,32.0
575,197.0,,155.19,Книги,russia,,38.0
576,2.0,9/2/2023,274.36,BEAUTY ,America,user221gmail.com,69.0
577,2.0,2.9.2023,166.2,Одежда,RUSSIA,user543gmail.com,40.0
578,148.0,9/20/2023,,Одежда,USA,user907gmail.com,42.0
579,82.0,11/12/2023,268.6,beuty,Russia,user815@,36.0
580,32.0,неизвестно,71.3,Eletronics,USA,invalid_email,54.0
581,66.0,7.1.2023,56.37,ELECTRONICS,RUSSIA,user637@gmail.com,32.0
582,42.0,,226.86,cloting,DE,user804@gmail.com,33.0
583,77.0,неизвестно,273.49,BEAUTY ,America,user637@gmail.com,29.0
584,72.0,4.12.2023,227.85,Красота,germany,user950gmail.com,36.0
585,73.0,неизвестно,297.02,BOOKS,USA,,53.0
586,204.0,6/5/2023,106.96,cloting,America,,66.0
587,191.0,24.11.2023,250.66,Одежда,DE,invalid_email,23.0
588,272.0,21.3.2023,125.37,clothing,russia,invalid_email,36.0
589,134.0,2023-08-01,21.9,BOOKS,America,user824@gmail.com,27.0
590,,2023-02-05,232.17,Книги,DE,user902@,30.0
591,1.0,2023-02-07,24.43,books,,user282@,59.0
592,34.0,,120.67,BOOK,Russian Federation,,49.0
593,59.0,,,Красота,RUSSIA,,20.0
594,180.0,неизвестно,89.22,BEAUTY,United States,user273@gmail.com,48.0
595,140.0,неизвестно,154.44,cloting,USA,user634@,26.0
596,211.0,2023-09-13,264.6,clothing,Russian Federation,,
597,255.0,,73.02,books,russia,user680gmail.com,
598,190.0,,114.57,beuty,russia,user682gmail.com,20.0
599,89.0,26.12.2023,115.51,cloting,germany,user373@,38.0
600,62.0,,149.49,Одежда,США,user529@gmail.com,62.0
601,247.0,5/1/2023,151.0,books,germany,user272@gmail.com,23.0
602,41.0,,256.12,BEAUTY,DE,invalid_email,45.0
603,71.0,1.4.2023,151.27,electronics,America,user920@,30.0
604,140.0,2023-12-22,45.25,clothing,GERMANY,user19@,53.0
605,221.0,,170.75,clothing,Russian Federation,user549gmail.com,18.0
606,300.0,23.11.2023,179.79,BEAUTY,US,invalid_email,64.0
607,186.0,неизвестно,,BEAUTY,Russia,user950@,49.0
608,206.0,,135.9,Книги,US,,31.0
609,142.0,2023-02-07,277.04,BOOK,russia,,66.0
610,270.0,21.5.2023,24.27,ELECTRONICS,Germany,invalid_email,46.0
611,278.0,2023-10-21,50.91,BOOK,Россия,,31.0
612,164.0,неизвестно,262.89,ELECTRONICS,RUSSIA,user68@gmail.com,61.0
613,95.0,6/27/2023,-63.65644024621392,beauty,США,,38.0
614,15.0,,205.18,clothing,America,invalid_email,42.0
615,245.0,17.11.2023,58.15,elecronics,RUSSIA,invalid_email,60.0
616,292.0,неизвестно,291.42,Книги,США,user561gmail.com,21.0
617,93.0,2023-05-20,155.88,clothing,America,user645@,58.0
618,255.0,3/18/2023,116.46,BEAUTY ,russia,user329@gmail.com,51.0
619,15.0,19.12.2023,2611.5601242001944,Книги,GERMANY,user763@gmail.com,20.0
620,,,146.43,BOOK,US,user696@gmail.com,18.0
621,147.0,неизвестно,48.62,BOOKS,russia,invalid_email,43.0
622,275.0,6/1/2023,175.6,beuty,America,user655gmail.com,54.0
623,98.0,,202.33,books,Germany,user78gmail.com,69.0
624,144.0,2/3/2023,-90.8933837325712,beuty,United States,,63.0
625,26.0,4/23/2023,60.23,beauty,RU,,34.0
626,28.0,4.6.2023,139.85,Одежда,Russia,user130gmail.com,0.0
627,236.0,неизвестно,195.7,CLOTHING,Russia,,47.0
628,101.0,12/28/2023,257.04,clothing,Russia,,41.0
629,287.0,неизвестно,133.07,BEAUTY ,США,user603gmail.com,25.0
630,78.0,неизвестно,100.51,Электроника,germany,,69.0
631,67.0,2023-03-02,252.99,,russia,user420@gmail.com,47.0
632,159.0,2023-04-26,,bokks,US,user213@,23.0
633,261.0,2023-08-14,106.48,Книги,Германия,user791gmail.com,49.0
634,16.0,2023-06-26,58.35,BOOK,Russia,user221@,56.0
635,110.0,неизвестно,54.42,Книги,USA,invalid_email,64.0
636,160.0,7.8.2023,265.99,,DE,,68.0
637,27.0,7/23/2023,118.64,Книги,RUSSIA,user356@gmail.com,22.0
638,274.0,2023-05-10,,cloting,Germany,,58.0
639,251.0,10/8/2023,253.15,Одежда,russia,user381gmail.com,64.0
640,250.0,11.11.2023,248.88,Книги,America,invalid_email,61.0
641,260.0,неизвестно,103.49,BEAUTY ,US,user703@gmail.com,19.0
642,251.0,неизвестно,198.64,Одежда,Germany,user998gmail.com,31.0
643,128.0,2023-09-12,30.7,Eletronics,DE,user505@gmail.com,0.0
644,279.0,неизвестно,50.04,CLOTHING,United States,user776@gmail.com,52.0
645,40.0,,88.81,BEAUTY ,Russia,user830gmail.com,21.0
646,,,73.77,cloting,США,user250@gmail.com,65.0
647,68.0,,67.1,books,Россия,invalid_email,33.0
648,287.0,неизвестно,249.04,beauty,russia,,29.0
649,109.0,2023-08-13,90.22,beauty,Германия,user546@gmail.com,22.0
650,102.0,2023-09-19,49.06,ELECTRONICS,germany,user650@,21.0
651,42.0,25.2.2023,139.16,Красота,US,,39.0
652,10.0,2023-08-21,28.41,elecronics,RUSSIA,user816@,32.0
653,62.0,7.5.2023,69.85,CLOTHING,RUSSIA,user620@,44.0
654,152.0,12/23/2023,228.84,Книги,russia,,22.0
655,243.0,,188.4,Одежда,Германия,invalid_email,39.0
656,120.0,неизвестно,118.26,beauty,GERMANY,user577@gmail.com,46.0
657,112.0,2023-11-16,174.17,BOOK,RUSSIA,user253@gmail.com,55.0
658,138.0,26.8.2023,213.09,bokks,America,user97@,46.0
659,60.0,10/10/2023,135.09,cloting,RU,user125@gmail.com,37.0
660,173.0,неизвестно,204.66,Eletronics,RUSSIA,user402@,52.0
661,107.0,2023-05-04,41.31,Eletronics,russia,user911@,
662,,2023-09-22,297.7,Книги,RU,user937@gmail.com,69.0
663,126.0,24.12.2023,135.7,BOOK,USA,user624@,20.0
664,275.0,12.6.2023,132.66,BOOKS,DE,user291@,61.0
665,196.0,2023-08-04,269.28,books,US,user259@,20.0
666,107.0,неизвестно,113.73,Книги,russia,,63.0
667,14.0,2023-11-08,80.56,beuty,Russian Federation,invalid_email,20.0
668,120.0,2023-03-11,81.49,Одежда,RU,,65.0
669,111.0,неизвестно,222.02,BEAUTY,America,invalid_email,53.0
670,174.0,1/21/2023,24.99,Электроника,DE,invalid_email,44.0
671,101.0,2/12/2023,117.33,BOOKS,Russia,,25.0
672,27.0,неизвестно,140.04,beauty,DE,user115gmail.com,64.0
673,43.0,25.5.2023,106.97,bokks,США,user989@,43.0
674,100.0,2023-09-21,83.95,ELECTRONICS,US,user699gmail.com,36.0
675,152.0,неизвестно,88.69,,DE,,29.0
676,110.0,18.4.2023,220.22,clothing,USA,user336@,38.0
677,101.0,2023-11-24,-10.832727019231212,beauty,Россия,user176@,45.0
678,,1/22/2023,187.06,books,,,47.0
679,133.0,1/13/2023,256.38,BEAUTY ,RUSSIA,user444@,34.0
680,293.0,неизвестно,-74.37131681343698,bokks,Russian Federation,invalid_email,49.0
681,181.0,неизвестно,142.63,,,user543gmail.com,21.0
682,132.0,2023-09-19,108.72,Eletronics,United States,invalid_email,33.0
683,65.0,2023-02-13,22.18,BEAUTY,russia,user438@gmail.com,200.0
684,296.0,неизвестно,70.17,Eletronics,,user386@,54.0
685,54.0,неизвестно,27.12,ELECTRONICS,Russian Federation,user812@,34.0
686,84.0,2/17/2023,290.51,Книги,Germany,,69.0
687,35.0,16.1.2023,29.46,Электроника,Россия,invalid_email,22.0
688,86.0,10/12/2023,225.34,electronics,RU,invalid_email,38.0
689,212.0,2023-12-21,,elecronics,United States,user699gmail.com,18.0
690,272.0,2/15/2023,96.79,CLOTHING,russia,,41.0
691,68.0,,131.13,Книги,germany,user378gmail.com,26.0
692,280.0,,251.79,elecronics,USA,,18.0
693,62.0,9/24/2023,129.1,Книги,RU,user163@,21.0
694,275.0,,97.16,Eletronics,russia,user426@,41.0
695,202.0,12/23/2023,168.61,clothing,RU,invalid_email,41.0
696,234.0,,176.87,,Россия,user507@gmail.com,44.0
697,93.0,19.6.2023,131.48,electronics,Германия,invalid_email,34.0
698,276.0,неизвестно,103.45,Электроника,Russia,user241@,67.0
699,3.0,8.4.2023,238.61,BEAUTY ,США,invalid_email,63.0
700,137.0,2023-06-08,,beuty,Россия,user793@,27.0
701,261.0,,72.13,elecronics,Germany,invalid_email,36.0
702,215.0,5.9.2023,,elecronics,Germany,,31.0
703,205.0,2023-07-12,235.17,elecronics,Russian Federation,user204@gmail.com,26.0
704,,2023-12-23,197.54,CLOTHING,USA,user355@gmail.com,36.0
705,210.0,неизвестно,129.98,BEAUTY ,GERMANY,invalid_email,25.0
706,273.0,2023-09-20,163.93,CLOTHING,Russia,user63@,47.0
707,114.0,2023-04-25,296.19,BOOKS,Россия,user722@,24.0
708,67.0,4/10/2023,209.98,BEAUTY,Германия,user116@,33.0
709,56.0,неизвестно,24.19,ELECTRONICS,DE,user320@,59.0
710,76.0,неизвестно,185.51,Красота,USA,,32.0
711,130.0,,176.68,CLOTHING,USA,,57.0
712,18.0,2023-03-06,36.29,BOOKS,Russia,user344@gmail.com,39.0
713,296.0,16.10.2023,80.33,books,germany,invalid_email,30.0
714,282.0,неизвестно,152.6,books,Russian Federation,invalid_email,
715,273.0,25.10.2023,28.27,Красота,DE,user672@gmail.com,44.0
716,156.0,1/9/2023,294.84,Красота,Германия,,31.0
717,288.0,неизвестно,57.74,electronics,RUSSIA,user111gmail.com,59.0
718,212.0,26.10.2023,184.66,beauty,Russian Federation,invalid_email,56.0
719,114.0,10.11.2023,256.03,electronics,russia,user982@,45.0
720,147.0,15.7.2023,249.25,beauty,,user920gmail.com,56.0
721,36.0,5/16/2023,28.99,beauty,Germany,user569@,63.0
722,267.0,24.6.2023,189.15,Одежда,USA,user444gmail.com,30.0
723,219.0,2023-01-27,116.54,BOOKS,RU,,61.0
724,,8/11/2023,,beuty,Россия,invalid_email,37.0
725,290.0,6/2/2023,54.01,Красота,United States,,37.0
726,147.0,,295.22,clothing,Россия,user263@,33.0
727,24.0,2023-02-20,65.2,books,US,user283@gmail.com,66.0
728,210.0,неизвестно,79.16,BEAUTY ,Германия,user105@,34.0
729,222.0,25.2.2023,46.38,Одежда,RUSSIA,user807@,19.0
730,230.0,2023-12-07,54.53,books,Россия,invalid_email,24.0
731,,,239.5,BEAUTY ,Россия,,25.0
732,252.0,17.9.2023,152.81,BEAUTY,,user79gmail.com,19.0
733,,2023-09-13,233.54,BOOKS,United States,user962@,34.0
734,232.0,неизвестно,,cloting,GERMANY,user146@gmail.com,65.0
735,244.0,,220.64,BOOKS,russia,user372gmail.com,25.0
736,231.0,,53.22,electronics,GERMANY,,67.0
737,106.0,5.8.2023,152.43,beauty,GERMANY,invalid_email,64.0
738,83.0,,172.91,books,США,user548@gmail.com,54.0
739,297.0,2/21/2023,281.86,electronics,germany,user715@gmail.com,50.0
740,139.0,неизвестно,106.84,,RU,user873@,66.0
741,1.0,неизвестно,229.67,Книги,Russia,invalid_email,28.0
742,267.0,,239.1,beauty,Russian Federation,user736@,23.0
743,78.0,2023-02-19,293.4,cloting,,,51.0
744,245.0,2023-07-13,28.02,clothing,Russia,invalid_email,30.0
745,111.0,неизвестно,118.13,CLOTHING,US,user606@gmail.com,43.0
746,,4/1/2023,141.94,Электроника,RU,invalid_email,36.0
747,161.0,2023-06-10,189.77,ELECTRONICS,Russian Federation,invalid_email,31.0
748,154.0,12.2.2023,261.38,BOOK,russia,,22.0
749,149.0,неизвестно,201.36,ELECTRONICS,Russian Federation,user504@,48.0
750,124.0,18.8.2023,86.45,BEAUTY ,Россия,,32.0
751,38.0,4.10.2023,110.61,BOOKS,USA,invalid_email,42.0
752,157.0,6/14/2023,60.36,BEAUTY,Russian Federation,user96gmail.com,24.0
753,120.0,2023-09-22,272.81,,RUSSIA,,30.0
754,73.0,23.8.2023,166.73,Красота,Германия,user185@,43.0
755,156.0,27.4.2023,136.12,Eletronics,,user888gmail.com,35.0
756,212.0,,229.21,Одежда,,user836@gmail.com,26.0
757,233.0,,175.7,Книги,US,user847@gmail.com,23.0
758,282.0,неизвестно,141.04,Красота,russia,user12@,
759,294.0,4/16/2023,,Красота,RU,user652@,26.0
760,259.0,,141.91,BEAUTY ,USA,user503@,
761,178.0,неизвестно,1761.5330842438875,CLOTHING,GERMANY,,19.0
762,251.0,8/4/2023,272.51,BEAUTY,Russian Federation,invalid_email,34.0
763,293.0,12/17/2023,154.92,elecronics,RU,user419@gmail.com,45.0
764,258.0,4/8/2023,275.15,BOOK,RUSSIA,,26.0
765,107.0,неизвестно,57.67,Электроника,Россия,invalid_email,39.0
766,64.0,неизвестно,81.57,Eletronics,RUSSIA,user896@gmail.com,58.0
767,43.0,2023-02-01,40.76,cloting,Germany,user690@,27.0
768,263.0,неизвестно,170.87,bokks,America,user245gmail.com,24.0
769,,2023-06-23,40.59,clothing,США,invalid_email,23.0
770,59.0,,103.4,Одежда,,invalid_email,19.0
771,103.0,,223.67,elecronics,Россия,user178@gmail.com,22.0
772,162.0,17.8.2023,58.15,bokks,germany,invalid_email,31.0
773,106.0,,66.35,Одежда,Russia,user639@gmail.com,40.0
774,269.0,20.3.2023,32.45,Одежда,United States,invalid_email,39.0
775,202.0,4/16/2023,230.15,beauty,germany,user872@gmail.com,36.0
776,81.0,2023-05-25,158.81,Eletronics,RU,,59.0
777,64.0,,43.81,bokks,US,user59gmail.com,22.0
778,129.0,,25.2,Eletronics,,user949@,51.0
779,243.0,неизвестно,109.95,Электроника,russia,user982@,25.0
780,106.0,4/18/2023,203.45,elecronics,US,,32.0
781,16.0,2023-07-14,132.47,beauty,RU,user214gmail.com,48.0
782,297.0,,49.3,elecronics,Германия,user960gmail.com,34.0
783,210.0,18.8.2023,183.86,books,RUSSIA,user853@,23.0
784,18.0,,186.04,beuty,Россия,user66gmail.com,47.0
785,236.0,2023-09-17,244.1,BOOK,US,invalid_email,58.0
786,117.0,,245.93,Красота,Germany,invalid_email,33.0
787,30.0,12/16/2023,137.68,CLOTHING,russia,invalid_email,49.0
788,258.0,,20.83,bokks,US,user370@,67.0
789,122.0,11.12.2023,29.13,beuty,Russia,user709gmail.com,35.0
790,276.0,11/26/2023,59.34,beauty,США,invalid_email,63.0
791,137.0,,79.87,elecronics,RU,user627@,58.0
792,271.0,,58.61,,США,user619@,60.0
793,178.0,2023-07-10,269.77,Книги,Германия,invalid_email,38.0
794,,неизвестно,24.34,ELECTRONICS,USA,invalid_email,31.0
795,172.0,неизвестно,92.58,cloting,RUSSIA,invalid_email,49.0
796,18.0,,296.7,,Россия,,24.0
797,230.0,,33.76,CLOTHING,RUSSIA,,43.0
798,15.0,неизвестно,3191.2463388992105,clothing,GERMANY,,62.0
799,36.0,,201.07,Книги,USA,user253@,63.0
800,190.0,4.4.2023,109.23,Электроника,США,user412gmail.com,27.0
801,140.0,2023-12-13,285.97,elecronics,Германия,invalid_email,23.0
802,76.0,6/1/2023,210.09,CLOTHING,RUSSIA,user479gmail.com,45.0
803,128.0,,23.98,clothing,US,user788@,65.0
804,242.0,,272.61,Электроника,America,user168@gmail.com,32.0
805,183.0,неизвестно,188.06,BEAUTY,US,user239@gmail.com,43.0
806,211.0,6/23/2023,77.89,Eletronics,United States,invalid_email,41.0
807,261.0,2023-06-18,83.93,BEAUTY,Germany,,66.0
808,149.0,8/3/2023,276.25,Одежда,GERMANY,,44.0
809,231.0,,168.15,BOOKS,russia,,45.0
810,253.0,21.5.2023,291.87,cloting,,,25.0
811,115.0,2023-03-12,78.25,Книги,germany,,65.0
812,45.0,,233.18,bokks,germany,,56.0
813,50.0,неизвестно,175.07,BOOKS,GERMANY,user320@gmail.com,19.0
814,32.0,неизвестно,,BEAUTY ,America,,54.0
815,106.0,8.9.2023,119.73,beauty,United States,,
816,243.0,3.1.2023,59.28,elecronics,Russia,user668gmail.com,48.0
817,272.0,10/8/2023,158.18,Электроника,Germany,,66.0
818,79.0,27.8.2023,1509.2770490211653,clothing,Германия,user990gmail.com,39.0
819,99.0,2023-01-21,38.24,Eletronics,Germany,user654@,61.0
820,273.0,2/22/2023,32.43,elecronics,RUSSIA,user821gmail.com,39.0
821,215.0,3/23/2023,146.72,Красота,US,,26.0
822,10.0,4/6/2023,105.51,clothing,US,invalid_email,27.0
823,59.0,неизвестно,185.03,elecronics,RU,invalid_email,66.0
824,246.0,4/22/2023,82.69,Электроника,,user152@,20.0
825,285.0,7/7/2023,122.0,bokks,Germany,user738@gmail.com,42.0
826,156.0,1/21/2023,260.12,BEAUTY ,russia,invalid_email,62.0
827,156.0,,176.14,BOOKS,Россия,user308@,46.0
828,157.0,2023-02-21,34.94,ELECTRONICS,germany,user278@gmail.com,32.0
829,214.0,6/1/2023,20.99,electronics,Russian Federation,invalid_email,46.0
830,113.0,4/23/2023,1864.931577563965,electronics,Russia,user446@,66.0
831,266.0,неизвестно,82.82,,Россия,invalid_email,42.0
832,186.0,неизвестно,284.61,CLOTHING,,user103@gmail.com,26.0
833,178.0,,114.47,CLOTHING,Россия,user42@,64.0
834,58.0,2023-08-19,201.2,Красота,germany,user156gmail.com,52.0
835,52.0,,271.93,Одежда,Германия,invalid_email,47.0
836,183.0,,245.58,Книги,Россия,user197@,
