order_id,customer_id,order_date,revenue,product_category,country,email,age,product_category_clean,country_clean,order_date_clean,was_date_missing,revenue_clean,age_clean,is_valid_email
225,237.0,6/16/2023,111.57,BEAUTY ,Германия,user605@,,Красота,Неизвестно,2023-06-16,False,111.57,,False
226,273.0,25.9.2023,75.8,BOOK,Германия,,28.0,Книги,Неизвестно,2023-09-25,False,75.8,28.0,False
227,161.0,16.2.2023,127.32,elecronics,GERMANY,user686gmail.com,44.0,Электроника,Германия,2023-02-16,False,127.32,44.0,False
228,179.0,1/9/2023,262.25,ELECTRONICS,RU,user568@,60.0,Электроника,Россия,2023-01-09,False,262.25,60.0,False
229,230.0,8/4/2023,137.43,BOOKS,GERMANY,,,Книги,Германия,2023-08-04,False,137.43,,False
230,129.0,14.6.2023,64.93,Eletronics,,user860gmail.com,37.0,Электроника,Неизвестно,2023-06-14,False,64.93,37.0,False
231,69.0,2023-04-12,119.93,BEAUTY ,GERMANY,,59.0,Красота,Германия,2023-04-12,False,119.93,59.0,False
232,97.0,2023-05-09,166.05,Eletronics,America,user76@,,Электроника,США,2023-05-09,False,166.05,,False
233,239.0,,157.03,Книги,,user616gmail.com,47.0,Электроника,Неизвестно,2023-06-09,True,157.03,47.0,False
234,289.0,2023-11-10,183.0,electronics,US,user11@,41.0,Электроника,США,2023-11-10,False,183.0,41.0,False
235,137.0,2023-01-19,77.03,electronics,GERMANY,,66.0,Электроника,Германия,2023-01-19,False,77.03,66.0,False
236,295.0,1/7/2023,236.44,clothing,Russia,user529@,32.0,Одежда,Россия,2023-01-07,False,236.44,32.0,False
237,282.0,неизвестно,230.74,BEAUTY,US,user499@gmail.com,36.0,Красота,США,2023-05-03,False,230.74,36.0,True
238,271.0,11.5.2023,,BEAUTY,RUSSIA,invalid_email,32.0,Красота,Россия,2023-05-11,False,155.10500000000002,32.0,False
239,49.0,,84.83,,russia,user694@,69.0,Электроника,Россия,2023-01-21,True,84.83,69.0,False
240,,27.11.2023,196.96,electronics,Германия,user48@gmail.com,62.0,Электроника,Неизвестно,2023-11-27,False,196.96,62.0,True
241,209.0,5.3.2023,74.59,CLOTHING,,user991@,59.0,Одежда,Неизвестно,2023-03-05,False,74.59,59.0,False
242,62.0,12/10/2023,184.78,Одежда,GERMANY,invalid_email,33.0,Электроника,Германия,2023-12-10,False,184.78,33.0,False
243,2.0,12/19/2023,96.14,CLOTHING,Германия,,45.0,Одежда,Неизвестно,2023-12-19,False,96.14,45.0,False
244,110.0,,237.5,BOOK,Россия,invalid_email,50.0,Книги,Неизвестно,2023-03-27,True,237.5,50.0,False
245,257.0,,88.15,Eletronics,germany,user690@gmail.com,57.0,Электроника,Германия,2023-01-28,True,88.15,57.0,True
246,104.0,,181.48,CLOTHING,DE,user652@,27.0,Одежда,Германия,2023-10-08,True,181.48,27.0,False
247,,3.1.2023,133.68,BEAUTY,russia,user166gmail.com,32.0,Красота,Россия,2023-01-03,False,133.68,32.0,False
248,3.0,,297.39,beuty,США,user573@,40.0,Красота,Неизвестно,2023-01-04,True,294.27599999999995,40.0,False
249,110.0,7/28/2023,294.71,elecronics,,user170@gmail.com,35.0,Электроника,Неизвестно,2023-07-28,False,294.27599999999995,35.0,True
250,182.0,8/23/2023,200.39,cloting,America,invalid_email,39.0,Одежда,США,2023-08-23,False,200.39,39.0,False
251,209.0,,26.99,BOOKS,Германия,invalid_email,43.0,Книги,Неизвестно,2023-11-04,True,26.99,43.0,False
252,293.0,2023-06-02,119.38,BEAUTY ,United States,user29@gmail.com,33.0,Красота,США,2023-06-02,False,119.38,33.0,True
253,235.0,,244.02,cloting,russia,user212gmail.com,25.0,Одежда,Россия,2023-09-18,True,244.02,25.0,False
254,222.0,неизвестно,207.41,,germany,invalid_email,67.0,Электроника,Германия,2023-08-19,False,207.41,67.0,False
255,52.0,,52.04,books,United States,,56.0,Книги,США,2023-07-15,True,52.04,56.0,False
256,125.0,,61.14,CLOTHING,RUSSIA,invalid_email,55.0,Одежда,Россия,2023-12-28,True,61.14,55.0,False
257,128.0,12.12.2023,105.81,,RUSSIA,user777@gmail.com,57.0,Электроника,Россия,2023-12-12,False,105.81,57.0,True
258,106.0,,74.65,Красота,GERMANY,invalid_email,24.0,Электроника,Германия,2023-10-12,True,74.65,24.0,False
259,48.0,7/7/2023,75.0,beauty,,,48.0,Красота,Неизвестно,2023-07-07,False,75.0,48.0,False
260,39.0,2023-11-06,259.19,Электроника,GERMANY,,23.0,Электроника,Германия,2023-11-06,False,259.19,23.0,False
261,99.0,3/27/2023,114.54,BEAUTY ,US,user766gmail.com,21.0,Красота,США,2023-03-27,False,114.54,21.0,False
262,,2/17/2023,148.33,BOOK,GERMANY,user920gmail.com,25.0,Книги,Германия,2023-02-17,False,148.33,25.0,False
263,111.0,13.7.2023,4090.065144317616,BEAUTY,RUSSIA,user758@gmail.com,67.0,Красота,Россия,2023-07-13,False,294.27599999999995,67.0,True
264,94.0,11/21/2023,83.49,BOOK,US,,,Книги,США,2023-11-21,False,83.49,,False
265,137.0,2023-12-03,150.39,Книги,germany,user72@,57.0,Электроника,Германия,2023-12-03,False,150.39,57.0,False
266,139.0,17.1.2023,280.16,CLOTHING,Russian Federation,user192@,52.0,Одежда,Россия,2023-01-17,False,280.16,52.0,False
267,149.0,2.8.2023,209.98,CLOTHING,RUSSIA,user293@,66.0,Одежда,Россия,2023-08-02,False,209.98,66.0,False
268,58.0,,3864.199892968578,cloting,Россия,user494@,57.0,Одежда,Неизвестно,2023-11-07,True,294.27599999999995,57.0,False
269,284.0,2023-10-18,282.92,Красота,Россия,user934@gmail.com,48.0,Электроника,Неизвестно,2023-10-18,False,282.92,48.0,True
270,142.0,,151.87,,US,user916gmail.com,20.0,Электроника,США,2023-11-09,True,151.87,20.0,False
271,113.0,12.9.2023,267.68,BEAUTY ,Germany,user471@gmail.com,20.0,Красота,Германия,2023-09-12,False,267.68,20.0,True
272,116.0,,157.99,bokks,Германия,user302@gmail.com,60.0,Книги,Неизвестно,2023-06-08,True,157.99,60.0,True
273,91.0,5/28/2023,135.04,,,,54.0,Электроника,Неизвестно,2023-05-28,False,135.04,54.0,False
274,237.0,,215.92,beuty,США,user108gmail.com,45.0,Красота,Неизвестно,2023-09-26,True,215.92,45.0,False
275,103.0,5/24/2023,213.76,Одежда,RU,user111@gmail.com,38.0,Электроника,Россия,2023-05-24,False,213.76,38.0,True
276,22.0,13.8.2023,63.69,CLOTHING,,user429@,32.0,Одежда,Неизвестно,2023-08-13,False,63.69,32.0,False
277,283.0,,53.22,beauty,RUSSIA,user815gmail.com,67.0,Красота,Россия,2023-09-10,True,53.22,67.0,False
278,273.0,2023-07-12,205.3,beauty,russia,user612@,57.0,Красота,Россия,2023-07-12,False,205.3,57.0,False
279,145.0,18.1.2023,170.58,Eletronics,DE,user836@,21.0,Электроника,Германия,2023-01-18,False,170.58,21.0,False
280,284.0,,291.23,cloting,USA,invalid_email,33.0,Одежда,США,2023-09-16,True,291.23,33.0,False
281,230.0,2/5/2023,270.21,Eletronics,Russian Federation,invalid_email,49.0,Электроника,Россия,2023-02-05,False,270.21,49.0,False
282,271.0,9/5/2023,176.63,,США,invalid_email,36.0,Электроника,Неизвестно,2023-09-05,False,176.63,36.0,False
283,214.0,22.1.2023,297.29,Электроника,US,user316@gmail.com,26.0,Электроника,США,2023-01-22,False,294.27599999999995,26.0,True
284,83.0,,136.81,electronics,GERMANY,user248@gmail.com,63.0,Электроника,Германия,2023-09-18,True,136.81,63.0,True
285,127.0,2023-09-14,85.8,Книги,USA,user721gmail.com,28.0,Электроника,США,2023-09-14,False,85.8,28.0,False
286,243.0,3/21/2023,107.84,BOOK,DE,,,Книги,Германия,2023-03-21,False,107.84,,False
287,283.0,неизвестно,82.81,elecronics,United States,invalid_email,29.0,Электроника,США,2023-09-22,False,82.81,29.0,False
288,151.0,7/13/2023,155.63,BOOK,germany,user787gmail.com,69.0,Книги,Германия,2023-07-13,False,155.63,69.0,False
289,281.0,неизвестно,251.66,Книги,RUSSIA,,64.0,Электроника,Россия,2023-06-15,False,251.66,64.0,False
290,231.0,19.6.2023,208.47,elecronics,RU,user638@,46.0,Электроника,Россия,2023-06-19,False,208.47,46.0,False
291,77.0,9/10/2023,118.51,Электроника,RUSSIA,user884gmail.com,49.0,Электроника,Россия,2023-09-10,False,118.51,49.0,False
292,245.0,24.1.2023,166.61,books,,user225@gmail.com,24.0,Книги,Неизвестно,2023-01-24,False,166.61,24.0,True
293,280.0,неизвестно,208.67,Книги,russia,user490@,33.0,Электроника,Россия,2023-08-03,False,208.67,33.0,False
294,,неизвестно,213.86,Одежда,Russia,user361gmail.com,62.0,Электроника,Россия,2023-09-22,False,213.86,62.0,False
295,242.0,27.9.2023,135.18,cloting,Germany,user858@gmail.com,,Одежда,Германия,2023-09-27,False,135.18,,True
296,124.0,неизвестно,290.28,BOOK,Germany,,63.0,Книги,Германия,2023-08-10,False,290.28,63.0,False
297,146.0,10/12/2023,223.51,BEAUTY,Россия,user440@gmail.com,55.0,Красота,Неизвестно,2023-10-12,False,223.51,55.0,True
298,123.0,5.4.2023,31.89,books,DE,,61.0,Книги,Германия,2023-04-05,False,31.89,61.0,False
299,44.0,5/13/2023,103.66,BOOKS,Russia,user245@gmail.com,40.0,Книги,Россия,2023-05-13,False,103.66,40.0,True
300,251.0,неизвестно,173.68,electronics,GERMANY,user837@gmail.com,61.0,Электроника,Германия,2023-10-25,False,173.68,61.0,True
301,75.0,22.10.2023,109.61,BOOK,Russia,invalid_email,68.0,Книги,Россия,2023-10-22,False,109.61,68.0,False
302,188.0,5.11.2023,245.15,beuty,Russian Federation,,45.0,Красота,Россия,2023-11-05,False,245.15,45.0,False
303,43.0,8.4.2023,103.46,Книги,US,user211@,31.0,Электроника,США,2023-04-08,False,103.46,31.0,False
304,,11/11/2023,90.65,CLOTHING,,user577@,64.0,Одежда,Неизвестно,2023-11-11,False,90.65,64.0,False
305,267.0,,114.44,beuty,RU,user46@gmail.com,69.0,Красота,Россия,2023-06-18,True,114.44,69.0,True
306,75.0,2023-07-14,241.2,Красота,США,user367@gmail.com,53.0,Электроника,Неизвестно,2023-07-14,False,241.2,53.0,True
307,35.0,неизвестно,132.2,BOOK,germany,user947gmail.com,69.0,Книги,Германия,2023-01-07,False,132.2,69.0,False
308,87.0,2023-10-07,153.68,clothing,DE,user742@,51.0,Одежда,Германия,2023-10-07,False,153.68,51.0,False
309,,неизвестно,186.66,cloting,russia,user920@,60.0,Одежда,Россия,2023-04-19,False,186.66,60.0,False
310,146.0,неизвестно,141.18,elecronics,RU,user551gmail.com,47.0,Электроника,Россия,2023-07-03,False,141.18,47.0,False
311,203.0,12/12/2023,283.45,ELECTRONICS,GERMANY,user44@,54.0,Электроника,Германия,2023-12-12,False,283.45,54.0,False
312,,1/10/2023,,cloting,Germany,user161@,69.0,Одежда,Германия,2023-01-10,False,155.10500000000002,69.0,False
313,,неизвестно,127.3,Eletronics,Russia,user955gmail.com,21.0,Электроника,Россия,2023-05-06,False,127.3,21.0,False
314,93.0,12/6/2023,,BEAUTY,germany,invalid_email,62.0,Красота,Германия,2023-12-06,False,155.10500000000002,62.0,False
315,215.0,,206.63,BOOK,USA,user879@,32.0,Книги,США,2023-04-22,True,206.63,32.0,False
316,111.0,,74.37,BOOK,Россия,,20.0,Книги,Неизвестно,2023-05-10,True,74.37,20.0,False
317,15.0,9/22/2023,284.87,bokks,United States,user369gmail.com,43.0,Книги,США,2023-09-22,False,284.87,43.0,False
318,279.0,6.5.2023,175.32,Красота,Германия,invalid_email,,Электроника,Неизвестно,2023-05-06,False,175.32,,False
319,6.0,,243.3,electronics,America,invalid_email,28.0,Электроника,США,2023-12-03,True,243.3,28.0,False
320,26.0,,293.9,beuty,Germany,invalid_email,69.0,Красота,Германия,2023-08-07,True,293.9,69.0,False
321,177.0,,173.6,Книги,DE,,39.0,Электроника,Германия,2023-05-28,True,173.6,39.0,False
322,232.0,,207.38,BOOKS,США,,50.0,Книги,Неизвестно,2023-10-16,True,207.38,50.0,False
323,103.0,13.12.2023,,,USA,user340@,62.0,Электроника,США,2023-12-13,False,155.10500000000002,62.0,False
324,21.0,8/16/2023,275.35,beauty,US,user537gmail.com,55.0,Красота,США,2023-08-16,False,275.35,55.0,False
325,75.0,8/3/2023,195.19,beauty,GERMANY,invalid_email,60.0,Красота,Германия,2023-08-03,False,195.19,60.0,False
326,226.0,,275.65,ELECTRONICS,America,invalid_email,42.0,Электроника,США,2023-01-13,True,275.65,42.0,False
327,134.0,,44.58,,America,invalid_email,48.0,Электроника,США,2023-06-09,True,44.58,48.0,False
328,,2023-09-26,268.13,Eletronics,Германия,,27.0,Электроника,Неизвестно,2023-09-26,False,268.13,27.0,False
329,105.0,16.9.2023,-91.29012646102366,,GERMANY,invalid_email,26.0,Электроника,Германия,2023-09-16,False,0.0,26.0,False
330,130.0,неизвестно,281.67,bokks,RU,user89gmail.com,62.0,Книги,Россия,2023-02-07,False,281.67,62.0,False
331,13.0,7/28/2023,139.69,BEAUTY ,RU,invalid_email,33.0,Красота,Россия,2023-07-28,False,139.69,33.0,False
332,15.0,2023-12-23,199.64,beuty,,user111@,69.0,Красота,Неизвестно,2023-12-23,False,199.64,69.0,False
333,273.0,,61.07,Красота,Russian Federation,user285@gmail.com,68.0,Электроника,Россия,2023-07-04,True,61.07,68.0,True
334,284.0,11.6.2023,2781.638084423147,BEAUTY,USA,user328@,24.0,Красота,США,2023-06-11,False,294.27599999999995,24.0,False
335,157.0,неизвестно,260.71,ELECTRONICS,DE,user230@gmail.com,50.0,Электроника,Германия,2023-05-21,False,260.71,50.0,True
336,165.0,2023-11-17,218.63,Электроника,germany,,41.0,Электроника,Германия,2023-11-17,False,218.63,41.0,False
337,50.0,6/27/2023,89.66,BOOK,GERMANY,,,Книги,Германия,2023-06-27,False,89.66,,False
338,1.0,12/14/2023,266.38,CLOTHING,germany,user347gmail.com,47.0,Одежда,Германия,2023-12-14,False,266.38,47.0,False
339,85.0,,201.65,beauty,США,user848gmail.com,47.0,Красота,Неизвестно,2023-08-07,True,201.65,47.0,False
340,69.0,неизвестно,2505.659850082776,Eletronics,United States,user713@gmail.com,39.0,Электроника,США,2023-09-02,False,294.27599999999995,39.0,True
341,278.0,7/6/2023,84.92,ELECTRONICS,Россия,user82@,45.0,Электроника,Неизвестно,2023-07-06,False,84.92,45.0,False
342,228.0,неизвестно,73.17,beauty,GERMANY,,59.0,Красота,Германия,2023-09-22,False,73.17,59.0,False
343,146.0,26.2.2023,296.33,Одежда,Russian Federation,invalid_email,60.0,Электроника,Россия,2023-02-26,False,294.27599999999995,60.0,False
344,9.0,15.12.2023,,BEAUTY ,Russian Federation,user840@gmail.com,24.0,Красота,Россия,2023-12-15,False,155.10500000000002,24.0,True
345,185.0,неизвестно,273.48,beuty,US,user610gmail.com,31.0,Красота,США,2023-12-07,False,273.48,31.0,False
346,207.0,24.7.2023,73.24,BEAUTY ,Russian Federation,user933@gmail.com,61.0,Красота,Россия,2023-07-24,False,73.24,61.0,True
347,54.0,12/1/2023,,clothing,Germany,user327gmail.com,31.0,Одежда,Германия,2023-12-01,False,155.10500000000002,31.0,False
348,96.0,2.10.2023,203.32,cloting,Russia,user751gmail.com,62.0,Одежда,Россия,2023-10-02,False,203.32,62.0,False
349,23.0,7/15/2023,70.15,Eletronics,RUSSIA,,40.0,Электроника,Россия,2023-07-15,False,70.15,40.0,False
350,97.0,2023-09-23,278.74,cloting,Russia,user270gmail.com,53.0,Одежда,Россия,2023-09-23,False,278.74,53.0,False
351,209.0,2023-10-19,188.26,cloting,Германия,user574@gmail.com,19.0,Одежда,Неизвестно,2023-10-19,False,188.26,19.0,True
352,114.0,,,ELECTRONICS,США,user101@,41.0,Электроника,Неизвестно,2023-01-21,True,155.10500000000002,41.0,False
353,120.0,2023-01-24,-53.54741969778803,cloting,Россия,user273gmail.com,28.0,Одежда,Неизвестно,2023-01-24,False,0.0,28.0,False
354,183.0,,66.54,Eletronics,GERMANY,user82@gmail.com,,Электроника,Германия,2023-09-23,True,66.54,,True
355,47.0,12.9.2023,264.34,BEAUTY ,germany,,36.0,Красота,Германия,2023-09-12,False,264.34,36.0,False
356,76.0,2023-08-03,242.3,clothing,germany,,42.0,Одежда,Германия,2023-08-03,False,242.3,42.0,False
357,144.0,8/7/2023,229.82,BOOKS,germany,user199@gmail.com,69.0,Книги,Германия,2023-08-07,False,229.82,69.0,True
358,2.0,неизвестно,218.04,electronics,Germany,invalid_email,,Электроника,Германия,2023-04-05,False,218.04,,False
359,205.0,2023-12-02,224.75,electronics,Россия,user784gmail.com,30.0,Электроника,Неизвестно,2023-12-02,False,224.75,30.0,False
360,278.0,12/20/2023,152.56,BEAUTY,Russian Federation,user565@,22.0,Красота,Россия,2023-12-20,False,152.56,22.0,False
361,192.0,26.5.2023,75.02,beauty,United States,user889gmail.com,31.0,Красота,США,2023-05-26,False,75.02,31.0,False
362,266.0,неизвестно,250.06,beauty,,user735@,59.0,Красота,Неизвестно,2023-05-04,False,250.06,59.0,False
363,106.0,,278.33,beauty,America,,29.0,Красота,США,2023-03-04,True,278.33,29.0,False
364,8.0,11/28/2023,72.02,,Germany,user526gmail.com,67.0,Электроника,Германия,2023-11-28,False,72.02,67.0,False
365,20.0,2023-01-26,114.17,CLOTHING,,user294@,23.0,Одежда,Неизвестно,2023-01-26,False,114.17,23.0,False
366,39.0,2023-11-18,87.15,,germany,user938gmail.com,51.0,Электроника,Германия,2023-11-18,False,87.15,51.0,False
367,232.0,,90.25,BOOK,Russia,user596@,35.0,Книги,Россия,2023-06-08,True,90.25,35.0,False
368,88.0,,298.11,electronics,Россия,user161@gmail.com,54.0,Электроника,Неизвестно,2023-10-08,True,294.27599999999995,54.0,True
369,279.0,22.1.2023,68.14,BEAUTY,RU,,57.0,Красота,Россия,2023-01-22,False,68.14,57.0,False
370,250.0,неизвестно,260.99,books,RUSSIA,user997gmail.com,40.0,Книги,Россия,2023-10-16,False,260.99,40.0,False
371,188.0,2023-05-13,56.76,Красота,Германия,invalid_email,65.0,Электроника,Неизвестно,2023-05-13,False,56.76,65.0,False
372,198.0,2023-04-11,146.08,Книги,GERMANY,,21.0,Электроника,Германия,2023-04-11,False,146.08,21.0,False
373,159.0,,-44.3919617943389,BEAUTY,Russia,,52.0,Красота,Россия,2023-08-10,True,0.0,52.0,False
374,226.0,,47.78,CLOTHING,Россия,user181@gmail.com,27.0,Одежда,Неизвестно,2023-03-20,True,47.78,27.0,True
375,,,287.28,Красота,DE,invalid_email,26.0,Электроника,Германия,2023-07-16,True,287.28,26.0,False
376,146.0,3.9.2023,190.3,Книги,Германия,invalid_email,18.0,Электроника,Неизвестно,2023-09-03,False,190.3,18.0,False
377,218.0,2023-11-27,24.66,CLOTHING,Россия,invalid_email,,Одежда,Неизвестно,2023-11-27,False,24.66,,False
378,247.0,11.2.2023,170.12,Книги,Германия,invalid_email,66.0,Электроника,Неизвестно,2023-02-11,False,170.12,66.0,False
379,242.0,неизвестно,265.77,BEAUTY ,Германия,,54.0,Красота,Неизвестно,2023-05-09,False,265.77,54.0,False
380,45.0,4/4/2023,22.67,elecronics,RUSSIA,user325gmail.com,56.0,Электроника,Россия,2023-04-04,False,22.67,56.0,False
381,10.0,28.3.2023,198.06,beauty,US,user145@gmail.com,57.0,Красота,США,2023-03-28,False,198.06,57.0,True
382,63.0,4.2.2023,4047.559577509936,ELECTRONICS,США,invalid_email,18.0,Электроника,Неизвестно,2023-02-04,False,294.27599999999995,18.0,False
383,219.0,,34.14,CLOTHING,RU,user632@gmail.com,18.0,Одежда,Россия,2023-10-04,True,34.14,18.0,True
384,277.0,9.8.2023,92.46,BEAUTY ,Germany,user981@,26.0,Красота,Германия,2023-08-09,False,92.46,26.0,False
385,,3/19/2023,283.86,cloting,,invalid_email,35.0,Одежда,Неизвестно,2023-03-19,False,283.86,35.0,False
386,251.0,2023-07-04,36.17,elecronics,US,,29.0,Электроника,США,2023-07-04,False,36.17,29.0,False
387,286.0,3.7.2023,238.9,Электроника,GERMANY,,64.0,Электроника,Германия,2023-07-03,False,238.9,64.0,False
388,96.0,неизвестно,217.95,clothing,,user82gmail.com,55.0,Одежда,Неизвестно,2023-05-06,False,217.95,55.0,False
389,201.0,3.2.2023,290.65,books,RUSSIA,invalid_email,32.0,Книги,Россия,2023-02-03,False,290.65,32.0,False
390,1.0,2023-12-10,292.97,Красота,RUSSIA,invalid_email,58.0,Электроника,Россия,2023-12-10,False,292.97,58.0,False
391,252.0,23.7.2023,227.08,electronics,Germany,user78gmail.com,20.0,Электроника,Германия,2023-07-23,False,227.08,20.0,False
392,74.0,3.12.2023,265.75,,USA,user52@,44.0,Электроника,США,2023-12-03,False,265.75,44.0,False
393,277.0,неизвестно,104.92,BEAUTY,russia,user479@gmail.com,31.0,Красота,Россия,2023-11-17,False,104.92,31.0,True
394,,2023-04-08,237.76,electronics,США,user367@,29.0,Электроника,Неизвестно,2023-04-08,False,237.76,29.0,False
395,84.0,,276.23,ELECTRONICS,United States,,200.0,Электроника,США,2023-06-19,True,276.23,33.0,False
396,11.0,,34.33,BOOKS,GERMANY,user839@gmail.com,51.0,Книги,Германия,2023-09-14,True,34.33,51.0,True
397,199.0,2023-11-06,246.23,BEAUTY ,Германия,,67.0,Красота,Неизвестно,2023-11-06,False,246.23,67.0,False
398,274.0,,94.23,BEAUTY,Germany,user225@,30.0,Красота,Германия,2023-04-01,True,94.23,30.0,False
399,92.0,,108.41,Книги,USA,user565@,51.0,Электроника,США,2023-12-10,True,108.41,51.0,False
400,224.0,3/9/2023,142.29,Электроника,США,user442@,48.0,Электроника,Неизвестно,2023-03-09,False,142.29,48.0,False
401,66.0,4.11.2023,170.97,clothing,Russia,invalid_email,35.0,Одежда,Россия,2023-11-04,False,170.97,35.0,False
402,69.0,2023-02-02,107.26,beauty,Германия,user689gmail.com,38.0,Красота,Неизвестно,2023-02-02,False,107.26,38.0,False
403,230.0,неизвестно,48.71,BEAUTY,RU,,38.0,Красота,Россия,2023-07-14,False,48.71,38.0,False
404,155.0,10/27/2023,144.92,clothing,Russian Federation,,63.0,Одежда,Россия,2023-10-27,False,144.92,63.0,False
405,249.0,,183.08,BEAUTY,Россия,,57.0,Красота,Неизвестно,2023-09-03,True,183.08,57.0,False
406,102.0,неизвестно,171.58,Книги,,,53.0,Электроника,Неизвестно,2023-06-18,False,171.58,53.0,False
407,58.0,9/9/2023,71.55,Электроника,Russian Federation,,40.0,Электроника,Россия,2023-09-09,False,71.55,40.0,False
408,150.0,,25.37,ELECTRONICS,GERMANY,user495@,39.0,Электроника,Германия,2023-07-21,True,25.37,39.0,False
409,24.0,3/24/2023,200.86,BOOK,DE,user994@,21.0,Книги,Германия,2023-03-24,False,200.86,21.0,False
410,75.0,2/7/2023,148.19,books,USA,,24.0,Книги,США,2023-02-07,False,148.19,24.0,False
411,276.0,5/4/2023,39.89,elecronics,DE,,60.0,Электроника,Германия,2023-05-04,False,39.89,60.0,False
412,181.0,неизвестно,119.14,cloting,RUSSIA,invalid_email,43.0,Одежда,Россия,2023-06-14,False,119.14,43.0,False
413,188.0,9.1.2023,294.39,Электроника,USA,invalid_email,54.0,Электроника,США,2023-01-09,False,294.27599999999995,54.0,False
414,140.0,,233.4,,America,,53.0,Электроника,США,2023-06-26,True,233.4,53.0,False
415,9.0,2023-02-14,210.56,elecronics,,user720@,59.0,Электроника,Неизвестно,2023-02-14,False,210.56,59.0,False
416,210.0,4/26/2023,4221.984184128977,Книги,Россия,invalid_email,51.0,Электроника,Неизвестно,2023-04-26,False,294.27599999999995,51.0,False
417,69.0,,48.04,books,russia,user474@gmail.com,63.0,Книги,Россия,2023-11-21,True,48.04,63.0,True
418,179.0,,25.19,cloting,Germany,user31gmail.com,22.0,Одежда,Германия,2023-04-04,True,25.19,22.0,False
419,300.0,8/11/2023,55.79,Электроника,GERMANY,,66.0,Электроника,Германия,2023-08-11,False,55.79,66.0,False
420,11.0,10/18/2023,,Красота,США,user381gmail.com,37.0,Электроника,Неизвестно,2023-10-18,False,155.10500000000002,37.0,False
421,275.0,,284.74,beuty,America,user413@gmail.com,50.0,Красота,США,2023-10-21,True,284.74,50.0,True
422,279.0,12/8/2023,136.38,BOOK,GERMANY,user412@gmail.com,47.0,Книги,Германия,2023-12-08,False,136.38,47.0,True
423,205.0,2023-10-16,244.23,CLOTHING,America,user216@gmail.com,46.0,Одежда,США,2023-10-16,False,244.23,46.0,True
424,150.0,7/12/2023,125.23,Красота,GERMANY,,69.0,Электроника,Германия,2023-07-12,False,125.23,69.0,False
425,269.0,3/26/2023,295.68,CLOTHING,DE,user403@,29.0,Одежда,Германия,2023-03-26,False,294.27599999999995,29.0,False
426,139.0,2023-04-05,-47.14104235412343,books,GERMANY,,39.0,Книги,Германия,2023-04-05,False,0.0,39.0,False
427,174.0,,85.61,BOOKS,DE,user192@,,Книги,Германия,2023-02-13,True,85.61,,False
428,232.0,3/26/2023,194.31,Красота,US,user806@gmail.com,23.0,Электроника,США,2023-03-26,False,194.31,23.0,True
429,44.0,неизвестно,115.61,Электроника,Germany,,52.0,Электроника,Германия,2023-11-07,False,115.61,52.0,False
430,216.0,2023-07-14,4841.4670984885215,BOOKS,RUSSIA,user539gmail.com,22.0,Книги,Россия,2023-07-14,False,294.27599999999995,22.0,False
431,20.0,,234.24,CLOTHING,US,user513@,65.0,Одежда,США,2023-09-27,True,234.24,65.0,False
432,291.0,неизвестно,28.78,Электроника,RU,user472@gmail.com,33.0,Электроника,Россия,2023-07-21,False,28.78,33.0,True
433,205.0,,4852.376523591211,BEAUTY,Германия,user649gmail.com,67.0,Красота,Неизвестно,2023-10-02,True,294.27599999999995,67.0,False
434,214.0,2023-10-24,32.46,BEAUTY,russia,,42.0,Красота,Россия,2023-10-24,False,32.46,42.0,False
435,279.0,2023-11-17,243.12,Книги,germany,user743gmail.com,34.0,Электроника,Германия,2023-11-17,False,243.12,34.0,False
436,120.0,,236.49,BOOKS,DE,user218@gmail.com,33.0,Книги,Германия,2023-07-07,True,236.49,33.0,True
437,12.0,17.5.2023,88.17,BEAUTY ,RUSSIA,,56.0,Красота,Россия,2023-05-17,False,88.17,56.0,False
438,257.0,,258.71,bokks,USA,user634@,34.0,Книги,США,2023-07-14,True,258.71,34.0,False
439,256.0,8/13/2023,29.7,bokks,RU,user508@,59.0,Книги,Россия,2023-08-13,False,29.7,59.0,False
440,53.0,неизвестно,4997.842724238692,beauty,DE,user990@,54.0,Красота,Германия,2023-12-06,False,294.27599999999995,54.0,False
441,29.0,11/26/2023,215.83,CLOTHING,США,user706@,35.0,Одежда,Неизвестно,2023-11-26,False,215.83,35.0,False
442,50.0,3/9/2023,34.09,bokks,США,user793gmail.com,39.0,Книги,Неизвестно,2023-03-09,False,34.09,39.0,False
443,151.0,,77.32,Электроника,RU,user661@gmail.com,34.0,Электроника,Россия,2023-11-11,True,77.32,34.0,True
444,226.0,12.4.2023,162.17,clothing,germany,user977@,41.0,Одежда,Германия,2023-04-12,False,162.17,41.0,False
445,280.0,8/15/2023,3554.690544481621,ELECTRONICS,Germany,invalid_email,,Электроника,Германия,2023-08-15,False,294.27599999999995,,False
446,234.0,20.10.2023,34.34,,GERMANY,user900@,51.0,Электроника,Германия,2023-10-20,False,34.34,51.0,False
447,103.0,9/5/2023,122.68,bokks,Russian Federation,invalid_email,45.0,Книги,Россия,2023-09-05,False,122.68,45.0,False
448,,неизвестно,200.38,BOOKS,United States,,36.0,Книги,США,2023-01-12,False,200.38,36.0,False
449,115.0,9/16/2023,175.91,clothing,Германия,user539gmail.com,45.0,Одежда,Неизвестно,2023-09-16,False,175.91,45.0,False
